TransactionAmount,TransactionType,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,transaction_hour,transaction_day,transaction_month,days_since_last_transaction,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student
192.73,1,0.023892483822797413,71,157,1,2037.75,16,0,10,385,0,1,0,0,0,1,0
72.47,1,0.02538576406172225,29,72,1,1305.56,18,1,10,384,0,0,1,1,0,0,0
101.19,0,0.02538576406172225,64,75,1,14389.45,18,2,11,341,0,0,1,1,0,0,0
134.55,1,0.023892483822797413,59,165,1,14852.42,16,0,10,392,0,0,1,1,0,0,0
36.25,1,0.02687904430064709,52,76,1,193.06,18,0,11,343,0,1,0,1,0,0,0
1353.93,1,0.01841712294673967,26,171,1,7858.41,17,2,11,355,0,1,0,0,1,0,0
95.83,1,0.018914883026381283,27,91,1,1726.4,16,4,12,339,0,0,1,0,0,0,1
22.3,1,0.0273768043802887,21,90,1,1200.35,16,0,5,553,1,0,0,0,0,0,1
270.92,0,0.017421602787456445,77,143,1,4574.43,17,4,4,563,0,1,0,0,0,1,0
250.01,1,0.02538576406172225,62,88,1,1541.48,16,0,11,364,1,0,0,0,0,1,0
75.77,1,0.02538576406172225,51,148,1,8361.7,17,0,8,455,0,1,0,0,1,0,0
10.77,1,0.0233947237431558,31,178,1,10704.95,16,2,3,607,1,0,0,1,0,0,0
752.69,0,0.02140368342458935,65,115,1,14489.69,18,0,5,525,1,0,0,1,0,0,0
202.86,0,0.0233947237431558,61,149,1,7642.25,17,0,5,532,0,1,0,1,0,0,0
992.17,1,0.0233947237431558,43,169,1,6215.96,18,0,2,616,1,0,0,1,0,0,0
273.92,1,0.015430562468889995,79,109,1,4543.56,17,1,7,489,0,1,0,0,0,1,0
321.86,1,0.0233947237431558,63,167,1,12626.49,16,0,7,469,1,0,0,1,0,0,0
461.52,0,0.02538576406172225,24,44,1,1995.18,16,0,5,539,0,1,0,0,0,0,1
443.79,1,0.022399203583872575,53,87,1,3133.85,18,0,10,392,1,0,0,0,0,1,0
203.76,1,0.022399203583872575,55,37,1,6747.16,16,0,10,399,0,1,0,0,0,1,0
29.94,1,0.0233947237431558,58,243,1,10915.54,16,4,10,388,1,0,0,1,0,0,0
113.54,1,0.021901443504230962,38,273,1,5581.21,16,4,9,409,0,0,1,0,1,0,0
126.29,1,0.0233947237431558,19,56,1,1122.35,18,0,7,483,0,0,1,0,0,0,1
104.79,1,0.02538576406172225,70,223,1,1352.19,16,0,8,455,1,0,0,1,0,0,0
317.94,1,0.0273768043802887,54,124,1,2996.51,17,2,1,649,1,0,0,0,1,0,0
23.71,1,0.02140368342458935,58,164,1,10788.89,16,0,9,413,0,1,0,1,0,0,0
354.91,1,0.02538576406172225,74,191,1,3872.55,16,0,12,322,1,0,0,0,0,1,0
697.82,1,0.024390243902439025,44,153,1,6824.0,16,0,11,343,0,0,1,0,1,0,0
12.82,1,0.02687904430064709,44,156,1,9045.19,18,2,4,579,1,0,0,0,1,0,0
208.07,1,0.02687904430064709,32,36,1,8478.9,16,0,7,483,0,0,1,1,0,0,0
251.18,1,0.023892483822797413,42,246,1,8303.9,16,3,6,522,1,0,0,0,1,0,0
183.67,1,0.02538576406172225,19,238,1,910.26,16,0,6,497,0,0,1,0,0,0,1
383.95,0,0.02538576406172225,31,143,1,9933.56,17,2,9,411,0,0,1,0,1,0,0
40.66,1,0.017421602787456445,59,156,1,1153.84,16,0,1,308,0,1,0,0,0,1,0
5.64,1,0.02538576406172225,59,47,1,12703.24,16,2,3,607,0,0,1,1,0,0,0
53.81,0,0.022896963663514187,55,37,2,2564.62,16,0,10,385,1,0,0,0,1,0,0
18.41,1,0.02140368342458935,53,168,1,8287.54,17,4,12,339,0,1,0,1,0,0,0
199.23,1,0.02687904430064709,29,54,1,9834.0,16,0,9,427,1,0,0,0,1,0,0
28.78,0,0.02687904430064709,40,51,1,680.55,16,0,8,455,0,0,1,1,0,0,0
615.58,1,0.02040816326530612,42,133,1,14343.0,16,0,9,406,1,0,0,1,0,0,0
202.34,1,0.024390243902439025,20,134,1,1223.45,16,1,1,664,0,0,1,0,0,0,1
760.53,1,0.0233947237431558,57,118,1,6179.91,18,0,9,427,0,0,1,0,1,0,0
135.03,1,0.0233947237431558,23,180,1,1278.0,17,4,2,619,1,0,0,0,0,0,1
743.24,0,0.0233947237431558,19,109,1,1024.19,17,4,7,486,0,0,1,0,0,0,1
667.95,0,0.02687904430064709,62,253,1,13558.56,17,3,7,466,1,0,0,1,0,0,0
49.99,1,0.024888003982080638,62,139,1,2299.64,17,3,2,634,1,0,0,0,0,1,0
50.26,1,0.022399203583872575,65,164,1,1519.38,17,3,11,361,0,1,0,0,0,1,0
271.22,0,0.017421602787456445,45,87,1,6863.02,16,0,4,581,1,0,0,1,0,0,0
465.45,1,0.02538576406172225,36,129,1,3465.54,16,1,12,328,1,0,0,0,1,0,0
409.61,1,0.02538576406172225,65,89,1,11698.15,16,2,7,467,0,1,0,1,0,0,0
1431.54,1,0.015430562468889995,20,84,1,1171.98,16,0,12,329,0,0,1,0,0,0,1
460.09,0,0.02538576406172225,35,146,3,6990.64,17,0,3,609,0,0,1,1,0,0,0
101.51,0,0.02687904430064709,46,199,1,3052.47,16,3,3,592,0,0,1,0,1,0,0
27.64,1,0.024390243902439025,54,23,1,7498.51,17,4,6,514,0,0,1,0,1,0,0
525.28,1,0.022399203583872575,69,134,1,4693.6,16,0,4,581,1,0,0,0,0,1,0
314.52,1,0.0233947237431558,80,229,1,7071.32,17,0,3,595,1,0,0,0,0,1,0
300.47,1,0.02040816326530612,73,100,1,7885.64,16,0,11,357,0,1,0,0,0,1,0
121.17,1,0.0233947237431558,68,158,1,12990.77,17,0,12,315,1,0,0,1,0,0,0
22.61,1,0.0273768043802887,19,145,1,1111.67,17,3,12,319,0,0,1,0,0,0,1
198.01,0,0.023892483822797413,26,40,1,250.93,17,0,4,560,0,1,0,0,0,0,1
876.57,0,0.015430562468889995,62,118,1,3743.63,16,0,9,420,1,0,0,0,0,1,0
303.97,1,0.02687904430064709,24,77,5,1590.88,16,3,2,641,0,0,1,0,0,0,1
630.36,1,0.0233947237431558,62,52,1,1363.65,16,3,3,613,1,0,0,0,0,1,0
168.54,1,0.02687904430064709,70,142,2,13406.0,16,3,2,641,1,0,0,1,0,0,0
111.08,1,0.024888003982080638,70,83,1,7037.34,17,0,5,539,0,0,1,1,0,0,0
1342.25,0,0.02687904430064709,21,235,1,694.03,18,4,4,556,0,1,0,0,0,0,1
3.65,1,0.02538576406172225,69,146,1,10017.11,17,0,2,630,0,0,1,1,0,0,0
4.24,1,0.02538576406172225,38,38,1,7822.73,16,0,4,567,0,0,1,0,1,0,0
1022.75,0,0.023892483822797413,62,158,1,207.74,16,3,1,655,0,1,0,1,0,0,0
132.84,1,0.02687904430064709,21,143,1,822.73,16,0,8,441,1,0,0,0,0,0,1
61.98,1,0.02538576406172225,49,44,1,5212.28,18,1,1,671,0,0,1,0,1,0,0
139.57,1,0.02687904430064709,19,263,3,271.78,17,4,11,353,1,0,0,0,0,0,1
729.38,1,0.0273768043802887,68,90,1,9127.65,17,1,11,356,1,0,0,1,0,0,0
276.16,0,0.015430562468889995,53,71,1,1733.34,16,0,2,630,1,0,0,0,0,1,0
42.42,1,0.019910403185664508,21,102,1,490.57,17,3,6,522,0,0,1,0,0,0,1
557.78,0,0.0233947237431558,26,102,1,1289.48,16,1,5,524,0,1,0,0,0,0,1
486.08,1,0.02687904430064709,18,68,1,1748.69,17,1,6,503,0,0,1,0,0,0,1
266.57,0,0.02538576406172225,39,96,1,7180.48,17,0,7,490,0,0,1,0,1,0,0
651.82,1,0.0233947237431558,21,166,1,1802.77,17,4,4,570,1,0,0,0,0,0,1
64.58,1,0.01841712294673967,55,173,1,6292.29,18,0,12,336,0,1,0,0,0,1,0
257.18,1,0.0273768043802887,67,28,1,13336.15,17,0,7,483,0,0,1,1,0,0,0
391.08,1,0.02538576406172225,56,105,1,6885.16,17,4,4,556,0,0,1,0,0,1,0
81.08,1,0.024888003982080638,58,56,1,7788.91,16,1,9,412,1,0,0,0,1,0,0
73.83,1,0.022399203583872575,69,69,1,6020.29,18,3,1,669,0,0,1,1,0,0,0
115.32,1,0.02538576406172225,53,113,1,5929.08,17,1,7,468,0,1,0,0,0,1,0
575.62,1,0.02687904430064709,43,129,1,234.41,18,0,6,511,0,0,1,1,0,0,0
614.03,1,0.02140368342458935,68,51,1,2815.86,16,0,5,546,1,0,0,0,0,1,0
307.24,1,0.023892483822797413,19,136,2,1670.72,16,3,11,368,1,0,0,0,0,0,1
146.67,1,0.017421602787456445,20,273,1,1569.75,16,1,10,370,0,0,1,0,0,0,1
36.76,0,0.0273768043802887,65,108,1,1228.93,16,0,4,574,0,0,1,0,0,1,0
623.9,1,0.023892483822797413,27,249,1,711.47,17,1,8,454,1,0,0,0,0,0,1
411.72,1,0.018914883026381283,29,153,1,8539.86,18,1,6,503,0,1,0,1,0,0,0
204.63,1,0.022399203583872575,52,92,1,9199.52,17,2,6,502,0,0,1,0,1,0,0
0.84,1,0.023892483822797413,52,31,1,2207.54,16,0,1,308,1,0,0,0,1,0,0
3.8,1,0.02538576406172225,65,174,1,5766.96,16,1,8,461,0,0,1,1,0,0,0
207.71,0,0.02538576406172225,25,63,1,570.1,17,3,11,354,0,0,1,0,0,0,1
800.29,0,0.02538576406172225,20,84,1,693.4,16,0,12,336,0,1,0,0,0,0,1
1142.83,0,0.024888003982080638,61,48,1,2467.39,17,4,7,479,0,1,0,0,0,1,0
122.85,0,0.0273768043802887,47,127,3,13185.39,17,2,11,341,0,0,1,1,0,0,0
506.03,1,0.025883524141363863,21,21,1,1123.89,16,2,7,481,0,1,0,0,0,0,1
841.5,0,0.02140368342458935,25,287,1,352.31,16,0,5,532,0,1,0,0,0,0,1
231.51,0,0.02687904430064709,60,96,1,5790.7,17,0,8,434,0,1,0,0,0,1,0
24.19,1,0.02538576406172225,29,28,1,2756.2,17,2,2,635,1,0,0,0,1,0,0
48.77,0,0.023892483822797413,42,51,1,2040.16,17,3,6,508,0,0,1,0,1,0,0
1176.28,0,0.02538576406172225,54,174,5,323.69,16,2,12,320,1,0,0,0,1,0,0
85.73,1,0.021901443504230962,41,266,1,14928.35,16,2,3,614,1,0,0,1,0,0,0
101.81,1,0.02687904430064709,45,105,1,13872.03,17,3,6,494,1,0,0,1,0,0,0
98.54,0,0.01841712294673967,20,167,1,9383.43,16,4,8,451,0,0,1,0,0,0,1
28.38,1,0.019910403185664508,55,98,1,173.7,16,3,5,536,0,1,0,1,0,0,0
756.59,1,0.019910403185664508,27,17,1,420.65,16,0,3,609,0,1,0,0,0,0,1
325.6,1,0.02140368342458935,69,88,1,13777.1,16,1,9,405,1,0,0,1,0,0,0
278.88,1,0.02538576406172225,64,179,2,1334.09,16,4,9,402,0,1,0,1,0,0,0
77.44,1,0.018914883026381283,58,268,1,1950.63,16,0,6,497,0,1,0,0,0,1,0
642.68,1,0.02040816326530612,76,66,1,1831.2,16,3,5,529,1,0,0,0,0,1,0
17.67,1,0.02538576406172225,63,91,1,1048.18,17,1,6,496,0,0,1,1,0,0,0
24.34,1,0.022896963663514187,54,110,1,6659.12,17,2,11,341,0,1,0,0,1,0,0
145.77,1,0.0233947237431558,68,237,1,5294.98,16,2,4,579,1,0,0,0,0,1,0
14.34,0,0.0233947237431558,67,24,1,7932.51,17,1,10,384,0,0,1,0,0,1,0
498.59,0,0.02687904430064709,33,32,1,5862.99,16,0,1,644,0,0,1,1,0,0,0
24.77,1,0.02538576406172225,62,55,1,5866.01,18,1,7,489,1,0,0,0,0,1,0
5.71,1,0.02687904430064709,21,106,1,1285.42,17,4,12,339,0,1,0,0,0,0,1
1664.33,1,0.0233947237431558,18,65,1,1588.31,17,0,9,406,0,1,0,0,0,0,1
348.7,0,0.02538576406172225,69,149,1,2445.58,17,1,5,552,0,1,0,0,0,1,0
12.18,1,0.024390243902439025,76,77,1,4909.24,18,3,4,564,0,1,0,0,0,1,0
3.85,1,0.023892483822797413,29,32,1,10506.41,16,0,4,567,1,0,0,1,0,0,0
487.32,1,0.02538576406172225,52,164,1,7707.96,18,3,10,382,0,1,0,1,0,0,0
50.28,1,0.02687904430064709,60,65,1,5729.1,16,3,2,641,0,1,0,0,1,0,0
118.83,1,0.021901443504230962,28,295,1,1616.3,16,0,6,497,0,0,1,0,0,0,1
212.74,1,0.0273768043802887,27,128,1,7645.47,18,3,12,326,0,1,0,0,1,0,0
332.59,1,0.0233947237431558,55,143,1,1457.07,17,3,7,480,0,0,1,0,0,1,0
23.01,1,0.022399203583872575,63,166,1,5958.75,18,4,6,514,0,1,0,0,0,1,0
329.75,1,0.019910403185664508,56,211,1,6009.43,17,0,12,315,0,0,1,0,0,1,0
141.37,1,0.02538576406172225,46,77,1,1019.77,16,4,7,472,0,0,1,0,1,0,0
11.09,1,0.02538576406172225,51,95,1,2990.05,16,1,10,370,0,1,0,0,1,0,0
46.75,1,0.022399203583872575,67,150,1,2840.43,17,0,7,462,0,1,0,0,0,1,0
24.77,0,0.022399203583872575,40,17,1,478.23,16,2,11,369,0,0,1,0,1,0,0
135.94,1,0.023892483822797413,71,258,1,4710.21,16,2,1,656,0,1,0,0,0,1,0
79.33,0,0.022399203583872575,51,109,1,14798.1,16,2,12,334,0,0,1,1,0,0,0
242.17,1,0.02040816326530612,60,147,1,883.72,16,3,6,515,1,0,0,1,0,0,0
105.37,1,0.019910403185664508,25,160,1,1068.55,18,3,5,543,1,0,0,0,0,0,1
415.5,1,0.0233947237431558,66,141,1,10113.66,16,4,7,465,1,0,0,1,0,0,0
220.23,1,0.023892483822797413,41,48,1,3438.02,18,0,9,413,1,0,0,0,1,0,0
659.71,0,0.023892483822797413,21,148,1,106.86,16,4,5,549,0,1,0,0,0,0,1
105.94,1,0.02687904430064709,51,207,1,5963.1,16,0,8,455,0,1,0,0,1,0,0
372.41,1,0.02538576406172225,55,143,1,3233.87,18,0,6,504,1,0,0,0,0,1,0
333.39,1,0.0273768043802887,68,35,1,10628.59,16,0,9,420,1,0,0,1,0,0,0
272.97,1,0.02538576406172225,68,174,1,7811.31,18,0,4,567,0,0,1,0,0,1,0
248.15,1,0.023892483822797413,75,202,1,2649.23,16,3,6,508,1,0,0,0,0,1,0
211.1,1,0.02538576406172225,57,136,1,7059.77,16,3,9,417,0,1,0,0,0,1,0
207.82,0,0.022399203583872575,19,30,1,229.02,16,1,2,615,0,0,1,0,0,0,1
197.18,1,0.02687904430064709,28,135,1,3114.92,16,1,5,545,0,0,1,0,1,0,0
793.88,0,0.0273768043802887,22,252,1,1404.06,16,2,2,621,1,0,0,0,0,0,1
611.11,1,0.025883524141363863,20,282,4,919.84,18,2,10,383,1,0,0,0,0,0,1
71.87,1,0.022399203583872575,22,258,1,1839.1,18,0,1,658,1,0,0,0,0,0,1
13.92,1,0.0273768043802887,37,209,1,2735.84,17,0,5,525,1,0,0,0,1,0,0
310.09,1,0.025883524141363863,36,166,1,9962.5,16,4,11,346,0,1,0,1,0,0,0
506.28,0,0.024888003982080638,53,162,2,1309.95,17,1,5,552,0,0,1,0,0,1,0
430.35,1,0.02538576406172225,36,205,1,354.9,17,0,2,623,0,0,1,1,0,0,0
10.92,1,0.02040816326530612,67,268,1,7567.2,17,4,10,381,1,0,0,0,0,1,0
246.93,1,0.02538576406172225,23,158,5,673.35,16,0,4,567,1,0,0,0,0,0,1
83.6,1,0.023892483822797413,47,192,1,13899.24,18,4,12,311,1,0,0,1,0,0,0
100.38,1,0.0273768043802887,63,49,1,10171.68,17,0,11,343,0,1,0,1,0,0,0
368.53,1,0.022896963663514187,68,34,1,13696.31,16,0,4,581,0,1,0,1,0,0,0
436.8,1,0.023892483822797413,36,213,1,4515.43,16,3,11,354,0,1,0,0,1,0,0
84.89,1,0.023892483822797413,37,70,1,4735.61,17,0,5,532,1,0,0,0,1,0,0
981.76,1,0.023892483822797413,45,234,1,602.36,16,0,9,406,0,0,1,1,0,0,0
774.48,1,0.017421602787456445,61,31,1,11613.58,16,0,3,609,0,1,0,1,0,0,0
41.93,1,0.02538576406172225,48,136,1,5081.26,16,0,2,630,1,0,0,0,1,0,0
34.02,1,0.0273768043802887,38,19,1,14214.48,16,0,1,665,0,0,1,1,0,0,0
6.03,1,0.024888003982080638,76,70,1,3290.72,18,2,8,453,0,1,0,0,0,1,0
54.34,1,0.017421602787456445,65,46,1,8019.89,18,0,12,315,1,0,0,1,0,0,0
346.12,1,0.0233947237431558,44,12,1,13084.27,17,4,12,311,0,1,0,1,0,0,0
282.65,1,0.02687904430064709,35,161,1,13801.15,17,2,3,607,1,0,0,1,0,0,0
587.23,1,0.024888003982080638,27,144,1,500.84,17,0,7,462,0,0,1,0,0,0,1
56.12,1,0.01841712294673967,30,102,1,8839.67,18,2,9,418,1,0,0,1,0,0,0
185.71,1,0.021901443504230962,48,194,1,2679.91,16,0,8,455,0,1,0,0,1,0,0
431.31,0,0.02140368342458935,23,99,1,342.73,16,0,5,553,0,0,1,0,0,0,1
92.29,1,0.017421602787456445,54,115,1,2026.32,16,2,2,628,0,1,0,0,1,0,0
221.49,0,0.02687904430064709,23,196,1,707.25,18,2,9,418,0,1,0,0,0,0,1
199.14,1,0.0273768043802887,31,36,1,7001.25,17,2,8,460,0,1,0,0,1,0,0
223.43,1,0.02140368342458935,77,178,1,7932.41,17,2,2,635,0,1,0,0,0,1,0
484.24,1,0.022896963663514187,67,77,1,8042.3,16,0,5,525,0,1,0,1,0,0,0
736.73,1,0.0233947237431558,48,10,1,3313.07,16,0,11,343,0,1,0,0,1,0,0
106.16,1,0.0233947237431558,56,277,4,7487.79,17,4,4,570,1,0,0,1,0,0,0
137.57,1,0.017421602787456445,54,70,1,5103.67,17,0,12,329,0,0,1,0,1,0,0
109.28,1,0.02538576406172225,36,112,4,6338.35,16,4,6,514,0,0,1,0,1,0,0
269.79,1,0.023892483822797413,52,17,1,1292.1,16,1,10,398,1,0,0,0,1,0,0
881.1,1,0.0233947237431558,28,16,1,9951.68,16,0,11,357,0,1,0,0,0,0,1
237.86,1,0.0273768043802887,18,210,1,475.63,17,0,2,637,1,0,0,0,0,0,1
742.26,1,0.02538576406172225,27,36,1,7868.19,17,1,6,503,0,0,1,0,1,0,0
152.42,1,0.023892483822797413,42,176,1,9141.79,16,0,10,378,1,0,0,1,0,0,0
386.52,1,0.0233947237431558,48,28,1,5630.61,16,4,6,514,0,1,0,0,1,0,0
810.36,1,0.021901443504230962,20,67,1,9239.12,16,1,1,657,1,0,0,0,0,0,1
132.42,1,0.02538576406172225,18,164,1,726.39,16,0,7,469,1,0,0,0,0,0,1
150.3,1,0.022399203583872575,41,204,1,14371.08,17,0,8,455,0,0,1,1,0,0,0
107.03,1,0.02538576406172225,27,73,1,1408.07,18,0,3,609,0,1,0,0,0,0,1
151.37,1,0.018914883026381283,54,53,1,8356.08,16,0,4,581,1,0,0,0,1,0,0
214.73,0,0.0273768043802887,46,26,1,5368.42,18,4,11,360,1,0,0,1,0,0,0
54.84,1,0.02538576406172225,52,124,1,3495.51,16,0,5,546,0,0,1,0,0,1,0
256.3,1,0.024390243902439025,53,172,1,4203.05,16,2,4,579,0,0,1,0,0,1,0
354.76,1,0.025883524141363863,51,279,1,10141.92,16,2,5,537,0,1,0,1,0,0,0
1087.9,1,0.02538576406172225,78,103,1,2513.51,18,0,3,588,1,0,0,0,0,1,0
90.94,0,0.022399203583872575,63,56,1,3896.08,17,4,11,346,1,0,0,0,0,1,0
16.8,1,0.02538576406172225,49,94,1,11847.07,17,0,11,343,1,0,0,1,0,0,0
207.47,1,0.02538576406172225,53,12,1,1688.9,18,0,10,399,1,0,0,1,0,0,0
182.29,1,0.02538576406172225,54,123,1,522.39,16,2,5,544,0,0,1,1,0,0,0
26.31,0,0.023892483822797413,77,163,1,7095.76,16,4,8,451,0,0,1,0,0,1,0
642.54,1,0.023892483822797413,44,28,1,3143.17,18,2,5,544,0,1,0,0,1,0,0
77.25,1,0.021901443504230962,68,157,1,14077.97,17,4,12,318,0,1,0,1,0,0,0
319.17,1,0.02687904430064709,73,81,1,6501.56,16,2,1,663,0,0,1,0,0,1,0
23.7,1,0.0233947237431558,46,32,1,7947.44,17,3,10,375,1,0,0,1,0,0,0
152.01,1,0.02687904430064709,42,111,3,4625.12,16,3,2,620,1,0,0,0,1,0,0
65.57,1,0.02538576406172225,41,82,1,7513.79,17,3,4,578,0,0,1,0,1,0,0
345.39,0,0.0233947237431558,58,80,1,6451.96,17,0,10,378,0,0,1,0,1,0,0
30.48,0,0.0273768043802887,32,78,1,11481.85,16,0,12,336,0,1,0,1,0,0,0
577.73,1,0.023892483822797413,37,63,1,14977.99,16,4,11,360,1,0,0,1,0,0,0
294.77,1,0.0273768043802887,77,101,1,2272.17,17,1,10,391,0,0,1,0,0,1,0
176.52,0,0.02538576406172225,73,94,5,7132.08,17,1,3,601,0,0,1,0,0,1,0
69.4,1,0.021901443504230962,80,113,1,6452.77,18,0,7,469,0,0,1,0,0,1,0
27.21,1,0.023892483822797413,79,102,1,3520.61,16,2,6,509,1,0,0,0,0,1,0
22.63,1,0.02538576406172225,53,112,1,4438.03,17,0,2,623,0,0,1,0,1,0,0
7.08,0,0.0273768043802887,37,139,1,13316.71,16,2,2,628,1,0,0,1,0,0,0
377.92,1,0.022896963663514187,33,204,1,2254.71,17,2,2,621,0,1,0,0,1,0,0
423.53,0,0.02538576406172225,50,81,1,5453.4,17,3,8,452,0,1,0,1,0,0,0
117.55,1,0.02538576406172225,24,35,1,897.94,16,4,5,535,1,0,0,0,0,0,1
120.86,1,0.022399203583872575,33,162,4,13566.58,17,3,11,354,0,0,1,1,0,0,0
346.85,1,0.02538576406172225,44,88,1,7208.15,18,4,11,367,1,0,0,1,0,0,0
453.54,1,0.017421602787456445,58,82,1,12046.3,16,2,4,565,1,0,0,1,0,0,0
117.97,1,0.02538576406172225,51,137,1,1475.46,18,4,11,346,0,1,0,0,0,1,0
54.61,1,0.023892483822797413,58,160,1,7135.64,16,0,12,336,1,0,0,0,1,0,0
0.99,1,0.0273768043802887,45,133,1,4317.85,16,2,9,418,1,0,0,0,1,0,0
109.48,1,0.018914883026381283,61,93,1,7372.47,17,0,6,497,0,0,1,0,0,1,0
189.03,1,0.02687904430064709,28,50,1,1916.46,17,3,4,564,1,0,0,0,0,0,1
331.38,1,0.02538576406172225,42,122,1,844.55,17,1,5,524,1,0,0,0,1,0,0
508.16,1,0.0233947237431558,39,131,1,5609.44,18,1,3,587,1,0,0,0,1,0,0
348.17,1,0.01841712294673967,21,181,1,1887.84,17,2,5,544,1,0,0,0,0,0,1
203.34,1,0.0233947237431558,60,66,1,13586.99,17,2,12,320,1,0,0,1,0,0,0
135.35,1,0.023892483822797413,33,82,1,9983.36,18,4,7,465,0,1,0,0,1,0,0
264.14,1,0.018914883026381283,64,125,1,8459.26,17,4,7,465,1,0,0,1,0,0,0
251.4,1,0.02687904430064709,57,178,1,2561.67,16,2,7,488,1,0,0,0,0,1,0
175.02,1,0.0233947237431558,28,71,1,1493.88,16,0,4,574,0,0,1,0,0,0,1
132.48,1,0.02538576406172225,36,101,1,9313.05,18,2,8,453,0,1,0,0,1,0,0
26.92,1,0.0233947237431558,62,43,1,1674.94,18,3,5,536,1,0,0,0,0,1,0
918.95,1,0.0273768043802887,68,139,1,7006.46,16,0,5,553,0,0,1,1,0,0,0
870.43,1,0.0273768043802887,29,55,1,10115.18,16,2,5,523,0,1,0,1,0,0,0
293.97,1,0.0233947237431558,68,153,1,7371.85,17,0,11,357,0,1,0,0,0,1,0
363.84,1,0.021901443504230962,73,118,3,5415.64,17,3,10,382,0,0,1,0,0,1,0
26.75,1,0.0233947237431558,33,27,1,12063.77,16,0,5,546,0,0,1,1,0,0,0
157.7,0,0.024888003982080638,58,46,1,8332.58,17,4,12,339,0,1,0,0,1,0,0
138.33,1,0.02140368342458935,21,69,1,232.56,17,4,7,486,0,0,1,0,0,0,1
1427.71,1,0.024390243902439025,64,159,1,1729.26,17,1,1,650,0,1,0,1,0,0,0
427.79,1,0.023892483822797413,18,189,1,1479.67,17,1,2,622,0,1,0,0,0,0,1
24.56,1,0.0233947237431558,64,69,1,9869.93,17,4,10,381,0,1,0,1,0,0,0
195.8,1,0.022896963663514187,39,186,1,12027.68,17,1,2,615,0,0,1,1,0,0,0
88.4,1,0.02687904430064709,46,174,1,2567.53,18,4,11,360,0,0,1,0,1,0,0
241.18,1,0.0233947237431558,25,162,1,1445.53,18,1,5,524,1,0,0,0,0,0,1
104.63,1,0.024888003982080638,62,90,1,4477.78,17,2,3,586,1,0,0,0,0,1,0
179.0,1,0.023892483822797413,78,121,1,7310.88,16,2,9,425,1,0,0,0,0,1,0
451.68,1,0.023892483822797413,33,15,1,4381.54,18,1,4,566,0,0,1,0,1,0,0
318.92,0,0.018914883026381283,21,60,1,1167.25,18,4,5,535,0,1,0,0,0,0,1
45.92,1,0.022399203583872575,26,23,1,544.56,17,0,6,504,1,0,0,0,0,0,1
175.07,1,0.022399203583872575,28,169,2,9274.64,16,3,11,347,0,0,1,0,1,0,0
213.76,0,0.02140368342458935,78,282,1,3528.72,17,2,3,614,1,0,0,0,0,1,0
213.25,1,0.0233947237431558,25,63,1,677.79,17,3,2,620,0,1,0,0,0,0,1
187.88,1,0.022399203583872575,60,180,1,2154.58,16,3,8,452,1,0,0,0,1,0,0
199.09,1,0.025883524141363863,70,89,1,1658.52,16,4,5,535,0,0,1,1,0,0,0
261.19,1,0.02687904430064709,64,52,1,7620.6,17,3,1,662,1,0,0,0,0,1,0
75.04,1,0.01841712294673967,49,178,1,9648.6,17,3,7,466,1,0,0,0,1,0,0
201.73,1,0.018914883026381283,57,78,1,6650.71,18,1,9,426,0,0,1,0,1,0,0
518.85,1,0.02538576406172225,22,82,1,1806.0,18,0,10,378,0,0,1,0,0,0,1
445.79,1,0.022399203583872575,52,161,1,717.99,17,4,7,486,1,0,0,1,0,0,0
492.93,1,0.021901443504230962,39,234,1,5109.97,18,3,12,326,0,0,1,0,1,0,0
180.65,1,0.02538576406172225,22,38,5,816.01,17,0,12,336,0,1,0,0,0,0,1
506.81,1,0.023892483822797413,59,41,1,2757.23,16,2,12,320,1,0,0,0,1,0,0
47.42,1,0.02538576406172225,64,28,1,8253.52,16,1,12,321,1,0,0,1,0,0,0
677.29,1,0.023892483822797413,27,287,1,627.79,18,0,5,553,0,0,1,0,1,0,0
354.96,1,0.02687904430064709,69,96,1,6712.94,16,2,11,341,0,0,1,1,0,0,0
77.53,1,0.017421602787456445,54,55,1,5158.6,18,1,7,468,0,1,0,0,0,1,0
126.22,1,0.02140368342458935,46,77,4,6133.41,16,3,5,550,1,0,0,0,1,0,0
59.12,1,0.018914883026381283,29,257,1,9823.64,16,0,2,637,1,0,0,1,0,0,0
395.27,0,0.02538576406172225,18,167,1,1764.08,16,0,8,455,0,0,1,0,0,0,1
75.53,0,0.02538576406172225,21,157,1,1034.35,17,0,8,441,0,0,1,0,0,0,1
492.84,1,0.0233947237431558,25,38,1,577.67,17,2,3,614,1,0,0,0,0,0,1
138.68,0,0.022399203583872575,22,44,1,206.2,16,2,6,509,0,1,0,0,0,0,1
386.81,0,0.025883524141363863,57,149,1,7175.29,18,4,3,612,0,0,1,1,0,0,0
18.3,1,0.0233947237431558,48,155,1,3733.52,16,0,2,630,0,0,1,0,1,0,0
389.7,0,0.023892483822797413,62,216,1,7125.15,16,4,3,605,0,1,0,1,0,0,0
436.64,1,0.0273768043802887,31,111,1,14365.18,17,0,12,315,0,1,0,1,0,0,0
27.07,0,0.021901443504230962,80,39,1,3773.29,17,0,3,609,0,1,0,0,0,1,0
